fecha,peso
08:53 AM,2.195
08:53 AM,2.105
08:53 AM,2.175
08:53 AM,2.205
08:53 AM,2.245
08:53 AM,2.235
08:53 AM,2.125
08:53 AM,2.215
08:53 AM,1.985
08:54 AM,2.215
08:54 AM,2.005
08:54 AM,2.025
08:54 AM,2.125
08:54 AM,2.175
08:54 AM,2.255
08:54 AM,1.995
08:54 AM,2.185
08:54 AM,2.355
08:54 AM,2.070
08:54 AM,2.295
08:54 AM,2.035
08:54 AM,2.295
08:54 AM,2.295
08:54 AM,2.115
08:54 AM,2.205
08:54 AM,1.965
08:54 AM,2.175
08:55 AM,2.095
08:55 AM,2.245
08:55 AM,2.340
08:55 AM,2.275
08:55 AM,2.055
08:55 AM,2.165
08:55 AM,2.255
08:55 AM,2.275
08:55 AM,2.265
08:55 AM,2.335
08:55 AM,2.335
08:55 AM,2.275
08:55 AM,2.135
08:55 AM,2.125
08:55 AM,2.065
08:55 AM,2.255
08:56 AM,1.995
08:56 AM,2.225
08:56 AM,2.245
08:56 AM,2.205
08:56 AM,2.215
08:56 AM,1.955
08:56 AM,2.165
08:56 AM,2.155
08:56 AM,2.145
08:56 AM,2.135
08:56 AM,2.205
08:56 AM,2.075
08:56 AM,2.135
08:56 AM,2.285
08:56 AM,2.170
08:56 AM,2.105
08:56 AM,2.225
08:57 AM,2.070
08:57 AM,2.355
08:57 AM,2.145
08:57 AM,2.185
08:57 AM,2.135
08:57 AM,2.245
08:57 AM,2.205
08:57 AM,2.115
08:57 AM,2.070
08:57 AM,2.245
08:57 AM,2.235
08:57 AM,2.125
08:57 AM,2.355
08:57 AM,2.015
08:58 AM,2.215
08:58 AM,2.275
08:58 AM,2.085
08:58 AM,2.205
08:58 AM,2.135
08:58 AM,2.275
08:58 AM,2.205
08:58 AM,2.255
08:58 AM,2.230
08:58 AM,2.135
08:58 AM,2.035
08:58 AM,2.025
08:58 AM,2.215
08:58 AM,2.185
08:58 AM,2.235
08:58 AM,2.095
08:58 AM,2.305
08:59 AM,2.155
08:59 AM,2.145
08:59 AM,2.135
08:59 AM,2.165
08:59 AM,2.175
08:59 AM,2.145
08:59 AM,1.995
08:59 AM,2.245
08:59 AM,2.125
08:59 AM,2.305
08:59 AM,2.135
08:59 AM,2.105
08:59 AM,2.135
08:59 AM,2.245
08:59 AM,2.165
08:59 AM,2.285
08:59 AM,2.195
08:59 AM,2.165
09:00 AM,2.195
09:00 AM,2.155
09:00 AM,2.285
09:00 AM,2.365
09:00 AM,2.265
09:00 AM,2.295
09:00 AM,2.175
09:00 AM,2.295
09:00 AM,2.145
09:00 AM,2.215
09:00 AM,2.230
09:00 AM,2.155
09:03 AM,2.235
09:03 AM,2.195
09:03 AM,2.145
09:03 AM,2.215
09:03 AM,2.205
09:03 AM,2.145
09:03 AM,2.185
09:03 AM,1.965
09:03 AM,2.215
09:03 AM,1.995
09:03 AM,2.045
09:03 AM,2.245
09:03 AM,2.005
09:04 AM,2.335
09:04 AM,2.145
09:04 AM,2.165
09:04 AM,2.185
09:04 AM,2.225
09:04 AM,2.245
09:04 AM,2.365
09:04 AM,2.285
09:04 AM,2.305
09:04 AM,2.225
09:04 AM,2.305
09:04 AM,2.085
09:04 AM,2.145
09:04 AM,2.235
09:04 AM,2.225
09:05 AM,2.321
09:05 AM,2.145
09:05 AM,2.245
09:05 AM,2.245
09:10 AM,2.105
09:10 AM,2.145
09:10 AM,2.355
09:10 AM,2.215
09:10 AM,2.305
09:11 AM,2.185
09:11 AM,2.235
09:11 AM,2.215
09:11 AM,2.175
09:11 AM,2.155
09:11 AM,2.215
09:11 AM,2.235
09:11 AM,2.195
09:11 AM,2.255
09:11 AM,2.245
09:11 AM,2.125
09:11 AM,2.285
09:11 AM,2.115
09:12 AM,2.245
09:12 AM,2.175
09:12 AM,2.215
09:12 AM,2.065
09:12 AM,2.115
09:12 AM,2.065
09:12 AM,2.235
09:12 AM,2.235
09:12 AM,2.085
09:12 AM,2.245
09:12 AM,2.115
09:12 AM,2.325
09:12 AM,2.275
09:12 AM,2.215
09:12 AM,2.060
09:12 AM,2.085
09:13 AM,2.115
09:13 AM,2.355
09:13 AM,2.285
09:13 AM,2.255
09:13 AM,2.275
09:13 AM,2.185
09:13 AM,2.035
09:13 AM,2.210
09:13 AM,2.075
09:13 AM,2.385
09:13 AM,2.255
09:13 AM,2.195
09:13 AM,2.175
09:13 AM,2.360
09:13 AM,2.215
09:13 AM,2.185
09:14 AM,2.165
09:14 AM,1.990
09:14 AM,2.185
09:14 AM,2.305
09:14 AM,2.035
09:14 AM,2.115
09:14 AM,2.365
09:14 AM,2.265
09:14 AM,2.255
09:14 AM,2.275
09:14 AM,2.135
09:14 AM,2.205
09:14 AM,2.085
09:14 AM,2.255
09:14 AM,2.295
09:14 AM,2.125
09:15 AM,2.335
09:15 AM,2.035
09:15 AM,1.965
09:15 AM,2.135
09:15 AM,2.155
09:15 AM,2.225
09:15 AM,2.165
09:15 AM,2.075
09:15 AM,2.265
09:15 AM,2.270
09:15 AM,2.215
09:15 AM,2.065
09:15 AM,2.355
09:15 AM,2.255
09:15 AM,2.150
09:15 AM,2.215
09:16 AM,2.375
09:16 AM,2.185
09:16 AM,2.225
09:16 AM,2.255
09:18 AM,2.255
09:18 AM,2.220
09:19 AM,2.245
09:19 AM,2.275
09:19 AM,2.145
09:19 AM,2.135
09:19 AM,2.125
09:19 AM,2.225
09:19 AM,2.075
09:19 AM,2.215
09:19 AM,2.185
09:19 AM,1.995
09:19 AM,2.215
09:19 AM,2.375
09:19 AM,2.185
09:19 AM,2.145
09:20 AM,2.235
09:20 AM,2.225
09:20 AM,2.155
09:20 AM,2.215
09:20 AM,2.235
09:20 AM,1.900
